Title,Jurisdictions,Document type,Document file
West Virginia v. EPA,US,na,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151231_docket-15-1363_na-2.pdf
West Virginia v. EPA,US,motion to intervene,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151218_docket-15-1363_motion-to-intervene.pdf
West Virginia v. EPA,US,na,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151223_docket-15-1363_na-2.pdf
West Virginia v. EPA,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151221_docket-15-1363_response-3.pdf
West Virginia v. EPA,US,na,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151214_docket-15-1363_na.pdf
West Virginia v. EPA,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151221_docket-15-1363_response-2.pdf
West Virginia v. EPA,US,statement of issues,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151218_docket-15-1363_statement-of-issues.pdf
West Virginia v. EPA,US,amicus motion,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151201_docket-15-1363_amicus-motion-1.pdf
West Virginia v. EPA,US,amicus motion,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160223_docket-15-1363_amicus-motion.pdf
West Virginia v. EPA,US,amicus motion,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160223_docket-15-1363_amicus-motion-1.pdf
West Virginia v. EPA,US,na,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160225_docket-15-1363_na.pdf
West Virginia v. EPA,US,amicus motion,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160223_docket-15-1363_amicus-motion-2.pdf
West Virginia v. EPA,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160219_docket-15-1363_brief.pdf
West Virginia v. EPA,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160328_docket-15-1363_brief.pdf
West Virginia v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160321_docket-15-1363_order.pdf
West Virginia v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160516_docket-15-1363_order.pdf
West Virginia v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160817_docket-15-1363_order.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160825_docket-15-1363_letter.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160802_docket-15-1363_letter.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160817_docket-15-1363_letter.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160817_docket-15-1363_letter-2.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160802_docket-15-1363_letter-2.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160727_docket-15-1363_letter.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160808_docket-15-1363_letter.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160727_docket-15-1363_letter-2.pdf
Chamber of Commerce v. EPA,US,application,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160129_docket-15A787_application.pdf
Chamber of Commerce v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160209_docket-15A787_order.pdf
Murray Energy Corp. v. EPA,US,application,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160127_docket-15A778_application.pdf
Murray Energy Corp. v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160209_docket-15A778_order.pdf
Basin Electric Power Cooperative v. EPA,US,application,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160127_docket-15A776_application.pdf
Basin Electric Power Cooperative v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160209_docket-15A776_order.pdf
Basin Electric Power Cooperative v. EPA,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160205_docket-15A776_brief.pdf
West Virginia v. EPA,US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2018/20180727_docket-15A773_letter.pdf
West Virginia v. EPA,US,application,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160126_docket-15A773_application.pdf
West Virginia v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160209_docket-15A773_order.pdf
West Virginia v. EPA,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160205_docket-15A773_brief.pdf
North Dakota v. EPA,US,application,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160129_docket-15A793_application.pdf
North Dakota v. EPA,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160209_docket-15A793_order.pdf
North Dakota v. EPA,US,brief,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160208_docket-15A793_brief.pdf
Alabama Power Co. v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151218_docket-15-1468_petition-for-review-1.pdf
"American Forest &amp; Paper Association, Inc. v. EPA",US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151222_docket-15-1485_petition-for-review-1.pdf
"American Forest &amp; Paper Association, Inc. v. EPA",US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160105_docket-15-1485_motion.pdf
Biogenic CO2 Coalition v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151222_docket-15-1480_petition-for-review-1.pdf
California Clean Energy Committee v. County of Placer,US,opinion,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151222_docket-C072680_opinion.pdf
Center for Biological Diversity v. Bureau of Ocean Energy Management,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150219_docket-215-cv-1189_complaint-1.pdf
Center for Biological Diversity v. Bureau of Ocean Energy Management,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160129_docket-215-cv-1189_settlement-agreement-1.pdf
Energy-Intensive Manufacturers Working Group on Greenhouse Gas Regulation v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151222_docket-15-1477_petition-for-review.pdf
Environmental Defense Center v. Bureau of Safety and Environmental Enforcement,US,settlement agreement,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160129_docket-214-cv-09281_settlement-agreement.pdf
Environmental Defense Center v. Bureau of Safety and Environmental Enforcement,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141203_docket-214-cv-09281_complaint-1.pdf
"Petition for Rulemaking Pursuant to Section 21 of the Toxic Substances Control Act, 15 U.S.C. § 2620, Concerning the Regulation of Carbon Dioxide",US,letter,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150925_docket-none_letter.pdf
"Petition for Rulemaking Pursuant to Section 21 of the Toxic Substances Control Act, 15 U.S.C. § 2620, Concerning the Regulation of Carbon Dioxide",US,Federal Register notice,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151007_docket-none_Federal-Register-notice.pdf
Idaho Rivers United v. United States Army Corps of Engineers,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2014/20141124_docket-14-cv-1800_complaint.pdf
Idaho Rivers United v. United States Army Corps of Engineers,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150107_docket-14-cv-1800_order.pdf
Idaho Rivers United v. United States Army Corps of Engineers,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160209_docket-14-cv-1800_order-1.pdf
In re Maryland Office of People’s Counsel,US,memorandum,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150812_docket-17-C-15-019974_memorandum.pdf
In re Maryland Office of People’s Counsel,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150611_docket-17-C-15-019974_petition-for-review-1.pdf
In re Maryland Office of People’s Counsel,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150622_docket-17-C-15-019974_response.pdf
In re Maryland Office of People’s Counsel,US,memorandum opinion and order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160108_docket-17-C-15-019974_memorandum-opinion-and-order-1.pdf
In re Maryland Office of People’s Counsel,US,notice of appeal,
In re Sierra Club,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20150611_docket-unknown_petition-for-review-1.pdf
National Rural Electric Association v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151222_docket-15-1484_petition-for-review.pdf
Utility Air Regulatory Group v. EPA,US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151214_docket-15-1448_petition-for-review.pdf
Utility Air Regulatory Group v. EPA,US,na,
"United Mine Workers of America, AFL-CIO v. EPA",US,petition for review,
"United Mine Workers of America, AFL-CIO v. EPA",US,na,
"NorthWestern Corp., d/b/a NorthWestern Energy v. EPA",US,declaration,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151105_docket-15-1378_declaration.pdf
"NorthWestern Corp., d/b/a NorthWestern Energy v. EPA",US,statement of issues,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151218_docket-15-1378_statement-of-issues-1.pdf
"NorthWestern Corp., d/b/a NorthWestern Energy v. EPA",US,petition for review,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151023_docket-15-1378_petition-for-review.pdf
"WildEarth Guardians v. U.S. Office of Mining, Reclamation and Enforcement",US,notice,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20161003_docket-14-cv-13_notice.pdf
"WildEarth Guardians v. U.S. Office of Mining, Reclamation and Enforcement",US,na,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151023_docket-14-cv-13_na.pdf
"WildEarth Guardians v. U.S. Office of Mining, Reclamation and Enforcement",US,opinion and order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160121_docket-14-cv-13_opinion-and-order.pdf
Northern Plains Resource Council Inc. v. Jewell,US,nan,nan
Energy-Intensive Manufacturers Working Group on Greenhouse Gas Regulation v. EPA,US,order list,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160119_docket-15-637_order-list-1.pdf
Energy-Intensive Manufacturers Working Group on Greenhouse Gas Regulation v. EPA,US,petition for writ of certiorari,https://climatecasechart.com/wp-content/uploads/case-documents/2015/20151105_docket-15-637_petition-for-writ-of-certiorari.pdf
Juliana v. United States,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2018/20180614_docket-615-cv-1517_order-4.pdf
Juliana v. United States,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2016/20160114_docket-615-cv-1517_order.pdf
Juliana v. United States,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2018/20180614_docket-615-cv-1517_order-5.pdf
Juliana v. United States,US,order,https://climatecasechart.com/wp-content/uploads/case-documents/2018/20180629_docket-615-cv-1517_order-2.pdf
Juliana v. United States,US,order,
Juliana v. United States,US,complaint,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210309_docket-615-cv-1517_complaint.pdf
Juliana v. United States,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210318_docket-615-cv-1517_reply.pdf
Juliana v. United States,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210317_docket-615-cv-1517_opposition.pdf
Juliana v. United States,US,declaration,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210317_docket-615-cv-1517_declaration.pdf
Juliana v. United States,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210309_docket-615-cv-1517_motion.pdf
Juliana v. United States,US,opposition,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210406_docket-615-cv-1517_opposition.pdf
Juliana v. United States,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2021/20210315_docket-615-cv-1517_motion.pdf
Juliana v. United States,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170403_docket-615-cv-1517_response-6.pdf
Juliana v. United States,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170403_docket-615-cv-1517_response-1.pdf
Juliana v. United States,US,response,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170410_docket-615-cv-1517_response.pdf
Juliana v. United States,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170410_docket-615-cv-1517_reply-2.pdf
Juliana v. United States,US,status report,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170403_docket-615-cv-1517_status-report.pdf
Juliana v. United States,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170410_docket-615-cv-1517_reply-4.pdf
Juliana v. United States,US,reply,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170410_docket-615-cv-1517_reply-5.pdf
Juliana v. United States,US,findings and recommendations,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170501_docket-615-cv-1517_findings-and-recommendations.pdf
Juliana v. United States,US,motion,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170424_docket-615-cv-1517_motion-2.pdf
Juliana v. United States,US,objection,https://climatecasechart.com/wp-content/uploads/case-documents/2017/20170403_docket-615-cv-1517_objection.pdf
